32041 31852
26824 4605 50
26824 26790 63
26824 15895 84
26824 7455 124
26824 21775 142
26824 30492 144
26967 27219 27
26967 26993 33
26967 16038 84
17328 17341 53
17328 17294 63
17328 26531 132
17328 10785 140
17328 12279 142
21322 10324 31
21322 8301 93
21322 17794 123
20331 20297 63
9690 15348 44
9690 8712 70
9690 30338 92
17781 23891 41
17781 22435 108
17781 14253 123
15815 10766 142
11250 11502 27
11250 29261 57
11250 27996 114
11250 9487 129
11250 11529 130
28947 8376 8
28947 28960 53
28947 9578 124
28947 23898 142
16465 16490 32
16465 13086 59
16465 12965 90
16465 21119 108
16465 16744 130
16465 20133 144
10321 11216 29
10321 10347 33
10321 14975 108
10321 5272 142
6855 25447 34
8592 29247 48
8592 13246 108
10634 31282 92
3812 24467 48
5306 31414 62
5306 25954 92
5306 29516 119
14023 3025 31
14023 13045 70
25689 3853 2
25689 5118 8
25689 25715 33
25689 14760 84
25689 5287 120
10701 16161 15
15993 28622 72
10004 6803 26
10004 6625 59
10004 10283 130
9944 9910 63
9944 4895 142
16514 29143 72
16514 7694 100
16261 12761 90
16261 17035 97
16261 19929 144
22345 11416 84
22345 22624 130
22345 26013 144
15923 20577 108
12735 1116 115
20889 26349 15
20889 26999 41
20889 20902 53
20889 15840 142
4616 5511 29
4616 30724 62
4616 25736 80
4616 21362 114
4616 20274 121
4616 13819 132
31722 20163 1
31722 3797 61
19903 8344 1
19903 26071 38
19903 15922 47
19903 8284 115
19903 16375 123
26757 26783 33
26757 7388 124
26757 21708 142
17918 31259 4
17918 24086 38
17918 17353 101
10368 11142 97
10368 26026 121
10368 8605 129
10368 14036 144
17797 31138 4
17797 23965 38
17797 17810 53
17797 30426 72
17797 18576 78
17797 6868 84
1928 2180 27
1928 2702 97
1928 2207 130
1928 11131 132
19534 7915 115
24965 4394 8
24965 24991 33
24965 2746 50
24965 13346 115
24965 2399 116
24965 4563 120
24965 19916 142
15802 4243 1
11237 21966 14
11237 29248 57
11237 26724 126
11237 20440 132
28934 8363 8
28934 18005 84
28934 17315 115
28934 9565 124
28934 29213 130
28934 22391 140
10308 16418 41
10308 30963 48
10308 6808 90
6842 27490 92
11116 24457 4
11116 16631 25
11116 118 31
11116 7135 47
11116 10138 70
11116 23745 72
11116 10551 101
11116 7588 123
14996 15248 27
14996 24199 132
10621 21350 14
10621 16731 41
10621 15275 108
14010 3012 31
14010 20120 41
14010 19668 44
14010 5190 100
14010 8961 142
31112 31391 130
6773 23243 89
6773 7547 97
6773 7052 130
6773 15976 132
23939 23627 52
23939 20439 90
23939 27607 144
23881 2045 2
23881 23569 52
23881 24660 78
23881 20353 123
23429 23395 63
23429 21666 129
16793 10250 140
16793 20461 144
6152 12320 38
6152 6931 78
12722 17376 108
9991 28002 57
9991 9957 63
9991 10765 97
16501 7681 100
31049 31828 78
31049 8172 88
2720 3615 29
2720 8888 38
2720 1742 70
2720 19190 89
2720 7374 108
24952 25731 78
24952 2075 88
3453 16794 4
3453 14182 14
3453 9111 44
3453 8107 108
2062 1750 52
2062 2841 78
5570 16299 14
5570 18199 72
5570 29780 119
19890 15909 47
19890 18912 70
19890 11070 100
19890 8271 115
19890 16362 123
26710 4144 116
26710 6308 120
21276 21528 27
21276 22050 97
21276 19513 129
20938 26398 15
20938 1569 124
21263 21515 27
21263 14720 140
21216 21242 33
8229 26240 57
8229 8195 63
8229 24699 89
8229 12883 108
8229 17432 132
22024 28134 41
22024 9003 93
9631 10526 29
9631 14285 108
1881 22536 48
1881 1847 63
1881 18351 89
1881 6535 108
1881 17368 126
21529 16480 142
14707 20222 25
14707 20875 38
14707 20365 44
14707 10726 47
14707 13729 70
14707 11179 123
24918 4347 8
24918 31028 41
24918 24931 53
24918 3432 67
24918 2352 116
24918 21390 123
26372 21323 142
30115 18496 115
30115 582 117
26697 4478 50
26697 4131 116
27347 28121 97
27347 22298 142
22016 2647 124
22016 20253 129
17737 6739 31
17737 13756 47
17737 8917 100
17737 17172 101
8216 8182 63
21516 27626 41
24905 13907 31
24905 31015 41
24905 4503 120
10192 6991 26
10192 28203 57
10192 6813 59
10192 10966 97
27358 6956 120
27358 7989 124
27358 22309 142
21969 8948 93
21969 22743 97
21969 15426 140
17662 23122 15
1821 843 70
1821 6475 108
16141 29482 4
16141 26870 14
16141 20795 108
16141 12613 123
18802 7804 31
18802 24912 41
22028 10469 1
18624 24139 25
18624 17646 70
18624 31253 72
18624 23278 108
22777 211 116
22777 17728 142
20240 30969 14
20240 26350 41
20240 25898 44
20240 19262 70
20240 8621 115
15460 28801 4
15460 26189 14
15460 21628 38
15460 28089 72
15460 4531 84
15460 11932 123
31065 19506 1
31065 31844 78
31065 20136 84
23239 23491 27
23239 29349 41
23239 23205 63
23239 16696 140
23892 23580 52
23892 24671 78
23892 1015 88
23382 29492 41
23382 1163 50
23382 24161 78
23382 19882 90
23382 11763 115
23382 816 116
13743 14517 97
13743 18397 108
13743 29401 121
13743 14022 130
16746 27475 14
16746 16772 33
16746 16434 52
8904 13558 108
8904 9183 130
17159 6230 84
14196 18850 108
9098 25568 89
9098 13752 108
24673 4102 8
24673 24686 53
24673 24639 63
12857 18967 41
12857 28344 126
20334 20360 33
20334 9405 84
20334 16834 90
20334 7313 93
20334 8715 115
20334 965 124
20334 13791 140
15065 28406 4
15065 20580 25
15065 21233 38
15065 20723 44
15065 14087 70
15065 27694 72
15065 11537 123
10500 7000 90
28197 16638 1
28197 23148 142
9293 14753 15
9293 13947 108
9571 10466 29
9571 27582 57
9571 10350 78
9571 30219 92
9571 26317 114
26075 13054 93
26075 14456 115
26075 3509 116
26351 14792 1
25092 30607 25
25092 21111 47
25092 24114 70
25092 13473 115
25092 21564 123
9884 28476 34
9884 1064 100
9884 6356 123
15196 11995 26
15196 15448 27
15196 15221 32
15196 11817 59
15196 13433 129
15196 10147 142
15196 18864 144
12584 25925 4
12584 25213 72
12584 9056 123
27094 6692 120
27094 7725 124
2750 3645 29
2750 21342 34
2750 15379 72
2750 3529 78
2750 23870 80
2750 7404 108
22510 17461 142
28332 5455 88
877 1129 27
877 26650 40
877 17623 114
877 16535 121
18325 6766 1
18325 18338 53
18325 13276 142
6509 22979 89
6509 11163 108
6509 2981 123
28022 7620 120
20196 20209 53
20196 20970 97
20196 827 124
20196 23864 144
20849 15800 142
10700 21429 14
10700 16160 15
10700 11595 29
10700 27446 114
13703 24432 14
13703 18357 108
13703 29190 126
10230 15888 44
10230 6249 47
10873 16333 15
10873 11768 29
10873 7373 90
10873 11647 97
10873 27619 114
27989 8620 124
10752 9774 70
14632 14658 33
14632 20742 41
14632 11132 90
14632 19286 108
14632 8089 140
25636 3417 50
25636 14017 115
25465 4894 8
25465 3979 67
25465 21937 123
25465 6096 124
5428 26083 48
5428 18057 72
5428 29638 119
14626 14878 27
14626 14652 33
14626 14314 52
14626 14592 63
14626 3007 115
14626 30284 121
14626 8083 140
16028 16807 78
16028 5099 84
16028 4409 115
16028 31515 126
22598 22611 53
22598 32 116
22598 17549 142
21337 12517 100
21337 17809 123
16718 30059 4
16718 5720 31
16718 29347 72
16718 13190 123
16718 11669 142
31256 30944 52
31256 3331 61
31256 19637 115
31256 11887 124
15262 25991 14
5559 11727 38
5559 18188 72
19245 24705 15
19245 20024 78
9411 10306 29
9411 28003 34
9411 27422 57
9411 9377 63
9411 24898 126
9411 4362 142
27108 26796 52
27108 16179 84
27108 4231 88
29171 6952 50
29171 1246 61
29171 8769 120
29171 9802 124
29171 22628 140
29171 24122 142
24986 3500 67
24986 14057 84
24986 4584 120
29164 8762 120
29164 24115 142
23259 18210 142
28510 16951 1
28510 15489 93
28510 9141 124
16086 11037 142
30573 30539 63
9606 20335 14
9606 15066 15
9606 13274 144
30566 8347 50
30566 11197 124
14572 27201 72
14572 3643 84
14572 11044 123
14572 9523 142
6390 31629 17
6390 2890 90
6390 30600 119
6390 6669 130
15509 26238 14
15509 20969 15
15509 15761 27
15509 15535 33
15509 21619 41
15509 16288 78
27407 15848 1
27407 16409 31
27407 27420 53
27407 18587 100
27407 26842 101
27407 23879 123
7683 8578 29
7683 24153 89
7683 4183 90
7683 8457 97
3063 28302 17
3063 3958 29
3063 29540 60
3063 15692 72
3063 24183 80
7826 32036 119
22823 604 50
22823 22836 53
22823 257 116
22823 3454 124
28645 24664 47
28645 27667 70
28645 19825 100
14797 20257 15
14797 19451 108
23288 29456 38
18638 7640 31
18638 31267 72
18638 18073 101
6822 17551 14
6822 23292 89
6822 11476 108
4929 30702 40
7668 12322 108
7668 7947 130
7668 11336 144
21142 27252 41
21142 21155 53
12960 23689 14
12960 13855 29
12960 1341 115
13885 13911 33
13885 13573 52
13885 10385 90
13885 2266 115
8616 9511 29
8616 14784 38
8616 14274 44
8616 29271 48
8616 7638 70
8616 25086 89
8616 8051 101
8616 5088 123
28395 6176 50
28395 28361 63
28395 6909 67
28395 17466 84
3408 24528 80
3408 19878 89
4051 22062 57
4051 8705 108
4051 20797 114
4051 19538 126
21167 10169 31
21167 27335 38
21167 20189 70
21167 9548 115
21167 17639 123
21167 16118 142
29633 9062 8
29633 29659 33
29633 1708 61
29633 8147 67
29633 18704 84
24276 24242 63
7810 32020 119
7810 17013 132
19902 16374 123
18643 7084 1
18643 7645 31
18643 14662 47
14446 29933 126
217 25990 40
4491 15220 14
4491 29730 17
4491 30968 60
4491 20961 89
4491 9145 108
19375 6354 93
3996 14725 14
3996 29235 17
3996 20466 89
3996 24644 92
3996 28206 119
7385 13553 38
7385 13043 44
29576 20756 100
13830 19998 38
13830 26459 72
15324 15012 52
15324 16103 78
15324 11824 90
15324 3705 115
15324 30982 121
15324 8781 140
16194 16973 78
16194 20848 108
16194 4575 115
11629 12524 29
11629 8129 90
11629 12403 97
11629 9866 129
28745 6526 50
28745 28433 52
28745 820 61
28745 23696 142
15388 15640 27
15388 15413 32
15388 11888 90
15388 16162 97
15388 30875 126
15388 13625 129
19937 8378 1
19937 26047 41
19937 19950 53
19937 20716 78
19937 6916 93
19937 8318 115
19937 568 124
5685 31458 40
5685 5651 63
5685 22155 89
24466 2247 50
24466 24154 52
24466 24479 53
24466 20966 90
24466 11445 93
24466 25240 97
24466 5097 124
24466 24745 130
13989 24718 14
13989 10008 47
13989 2370 115
13989 10461 123
13763 10562 26
13763 13788 32
13763 10384 59
13763 14537 97
13763 29421 121
10237 28829 34
10237 30892 48
10237 14891 108
14511 2952 1
14511 27852 4
14511 20026 25
14511 13946 101
18391 13342 142
17405 30746 4
17405 16427 70
5508 14711 132
5508 9176 144
27310 27276 63
4778 15507 14
4778 10238 15
7975 7663 52
30098 9527 8
30098 7879 50
30098 30111 53
30098 8612 67
30098 17077 93
30098 9696 120
19382 7823 1
6348 31587 17
6348 24359 57
6348 27468 80
13825 2827 31
13825 2206 115
3991 22583 34
3991 24646 48
23751 3180 8
23751 23777 33
23751 29861 41
23751 24525 97
23751 1185 116
23751 4382 124
19566 30295 14
23744 23996 27
23744 20244 90
27306 27319 53
27306 27272 63
27306 5820 67
27306 7937 124
27306 22257 142
25824 3988 2
25824 5253 8
25824 4338 67
25824 3258 116
8095 18824 14
8095 12749 108
24368 30026 44
24368 2882 67
24368 3966 120
19160 7601 1
19160 24675 25
19160 25270 41
19160 24818 44
19160 18182 70
19160 18595 101
25018 24984 63
25018 28686 144
7979 13439 15
7979 8005 33
7979 24449 89
7979 28627 92
7979 12633 108
15408 20923 25
5887 5912 32
5887 6661 97
23562 24341 78
23562 10541 93
23562 11943 115
13859 31870 57
13859 2240 115
7905 20534 72
18743 18995 27
18743 18756 53
18743 19517 97
18743 22411 144
7522 12176 108
7522 31732 119
8255 18984 14
8255 9150 29
8255 28910 48
8255 12909 108
6864 7759 29
6864 25456 34
16720 30061 4
16720 5791 84
18122 28851 14
18122 24232 41
208 13549 4
26213 4377 2
26213 21164 142
11898 22627 14
11898 12793 29
11898 18008 41
11898 969 84
11898 8370 123
11898 6849 142
23470 29580 41
23470 11851 115
23470 904 116
10436 9458 70
10436 15090 108
11838 25179 4
11838 18006 38
11838 7857 47
10100 16268 38
10100 9788 52
10100 30748 92
10100 6572 123
27797 5961 2
27797 16178 115
27797 24269 123
27797 22748 142
25675 25701 33
25675 31785 41
25675 26454 78
29853 29866 53
29853 23310 140
4156 29395 17
4156 5051 29
11686 30278 34
11686 17344 44
11686 24315 72
11686 67 115
29383 8812 8
29383 29396 53
29383 1458 61
16901 23011 41
16901 11852 142
15445 21103 44
2459 13188 14
2459 3354 29
2459 2485 33
2459 2147 52
2459 7113 108
16066 12566 90
16066 16840 97
12558 18726 38
12558 3738 100
12558 9030 123
2724 23379 48
2724 7378 108
7487 23957 89
22484 265 50
22484 10865 115
28306 16747 1
28306 7735 8
28306 24325 47
28306 28319 53
851 1103 27
851 1130 130
851 10054 132
851 4519 144
14458 14424 63
6483 19824 4
6483 2502 47
6483 11137 108
6483 2955 123
9982 10756 97
9982 10261 130
9982 19185 132
23589 1753 2
21068 26528 15
21068 21034 63
21068 8047 93
21068 9449 115
15799 10750 142
10591 21320 14
10591 16701 41
10591 31246 48
10591 15245 108
11234 7734 90
11234 27980 114
11234 26721 126
11234 20437 132
28931 28957 33
28931 28944 53
28931 28897 63
28931 6054 88
28931 23882 142
10305 5256 142
6839 25431 34
11113 24454 4
11113 2293 100
11113 10548 101
11113 7585 123
14993 25722 14
14993 31739 114
10618 21347 14
10618 16728 41
10618 31273 48
10618 31266 92
14007 19665 44
14007 10479 123
14007 8958 142
8717 9612 29
8717 27309 34
8717 8405 52
8717 8683 63
8717 13371 108
8717 17920 132
8717 3668 142
8717 12385 144
8657 9552 29
8657 27249 34
8657 29312 48
8657 21286 72
8657 29305 92
8657 3608 142
5191 30430 17
5191 6086 29
5191 21661 89
5191 25839 92
5191 9845 108
13714 24443 14
13714 13966 27
13714 2785 84
13714 18368 108
13714 29372 121
3011 3263 27
3011 3906 29
3011 29488 60
3011 7665 108
2673 8133 15
2673 21265 34
2673 7327 108
20996 1627 124
3759 20229 89
3759 231 123
7639 4139 90
7639 16842 132
3264 13993 14
14884 3325 1
14884 3265 115
19669 300 124
6960 24971 57
6960 23430 89
6960 11614 108
6960 16163 132
8362 13822 15
8362 9257 29
8362 13016 108
612 31758 58
612 26720 62
612 21732 80
14932 3934 31
14932 19586 108
14932 9883 142
23349 19821 123
17914 17349 101
14510 3512 31
14510 13945 101
14510 19164 108
17855 17881 33
17855 22509 108
16126 29467 4
16126 26855 14
16126 22236 41
16126 21784 44
16126 4507 115
12840 18950 41
12840 7791 142
19317 16116 26
20065 26233 38
20065 26175 41
20065 11245 100
20065 19500 101
12748 23477 14
22959 28617 44
22959 9938 93
22959 393 116
22959 3590 124
6837 7732 29
6837 31047 119
1403 6863 15
1403 1429 33
1403 27880 60
1403 27511 62
1403 2177 97
1403 17061 121
1403 1682 130
1065 6525 15
18123 24233 41
5045 10703 44
5045 1517 123
15968 4970 31
15968 28597 72
15968 7148 100
10760 11655 29
10760 16928 38
10760 31408 92
10760 7232 123
29100 7264 2
28519 7948 8
28519 6300 50
28519 5642 88
28519 15498 93
28519 8117 120
27254 26276 70
27254 15635 115
27254 23726 123
25995 14436 1
25995 4159 2
25995 4509 67
25995 14376 115
25995 5593 120
10787 31435 92
14176 2557 115
8013 18742 14
8013 8787 97
20191 20217 33
30211 23668 140
3796 24451 48
3796 29904 62
3796 24916 80
13369 18829 15
13369 31380 57
13369 13335 63
13369 6826 140
30535 30548 53
30535 30501 63
30535 1002 117
30535 10133 120
30535 25486 142
24380 15560 100
24380 20852 123
2881 2316 101
23389 2818 8
23389 1170 50
23389 823 116
23389 4020 124
23389 18340 142
15547 16321 97
15547 31205 121
15547 15826 130
15547 10498 142
3965 4860 29
3965 24620 48
3965 30442 60
3965 24613 92
3965 8619 108
20839 26949 41
20839 15790 142
18921 29650 14
14280 29767 126
31388 19769 115
30936 9450 67
30936 24393 140
30936 25887 142
3059 28298 17
3059 3954 29
3059 9227 38
3059 29536 60
3059 24179 80
25291 4720 8
25291 31401 41
25291 3072 50
25291 25304 53
25291 3805 67
25291 5922 124
2712 8880 38
2712 23367 48
2712 28820 62
2712 15341 72
2712 23360 92
4876 15605 14
14508 27849 4
14508 13943 101
29018 17459 1
29018 18020 31
29018 29031 53
29018 1093 61
29018 17399 115
4674 29913 17
4674 31151 60
4674 25794 80
24434 24447 53
24434 1557 88
30256 18697 1
20249 26417 38
22973 23752 78
22973 96 88
13139 19249 41
13139 12827 52
13139 17793 108
16898 23008 41
16898 5279 115
7195 20536 4
7195 17924 14
7195 8090 29
7195 3667 123
4826 10286 15
10118 15578 15
15592 21760 38
15592 12064 123
30102 9531 8
30102 17081 93
30102 569 117
5758 30997 17
5758 11926 38
5758 4780 70
5758 10412 108
5758 2230 123
30636 29658 70
25518 13899 115
31340 31353 53
9517 8539 70
9517 30165 92
9517 14171 108
9517 5989 123
29073 1148 61
29073 8671 120
10808 31463 48
10808 10496 52
10808 11587 78
14432 25161 14
14432 2813 115
28942 28968 33
28942 1017 61
28942 28908 63
28942 18013 84
28942 29221 130
4598 4624 33
4598 4286 52
4598 21344 114
4598 28808 119
4598 13801 132
24823 24789 63
24823 1946 88
203 1098 29
203 12832 72
203 4857 108
4477 29716 17
4477 5372 29
4477 9131 108
8357 13817 15
8357 26368 57
8357 25103 114
27913 24712 26
27913 8544 124
27913 26150 129
27913 28192 130
27913 31581 144
19361 30090 14
3982 4877 29
3982 22574 34
3982 29755 40
3982 30459 60
3982 25102 80
13528 24257 14
13528 14307 78
30694 30382 52
30184 30197 53
30184 8698 67
30184 7307 88
30184 10815 124
23548 1712 2
23548 17005 140
15706 9163 140
24552 21024 123
24326 24351 32
24326 24292 63
24326 20826 90
2081 12810 14
2081 27320 17
2081 2333 27
2081 2976 29
2081 28558 60
2081 2047 63
2081 18551 89
2081 26291 119
24266 23954 52
24266 25045 78
20800 9181 115
4931 30170 17
4931 5826 29
4931 30704 40
4931 25586 48
4931 25579 92
24579 25358 78
19251 18939 52
27968 7566 120
27294 15735 1
27294 27307 53
27294 4728 116
2950 3845 29
2950 29427 60
2950 24070 80
2950 7604 108
2950 18437 126
1743 7203 15
1743 1995 27
1743 27516 40
1743 1431 52
1743 1709 63
1743 2517 97
1743 18489 114
1743 17401 121
1743 5411 144
28532 28220 52
28532 29311 78
28532 5655 88
28532 25004 123
28163 6677 67
28163 15142 93
2834 3086 27
23175 11616 1
23175 2604 8
23175 23188 53
23175 12246 84
23175 10154 93
23175 3806 124
18525 29254 14
6709 7488 78
2126 18872 114
2126 363 129
2126 2405 130
2126 5794 144
24214 23236 70
24214 1337 88
24214 12595 115
24214 20686 123
24214 19165 142
23987 12428 1
23987 20006 47
23987 15167 100
20462 8903 1
20462 19484 70
20462 16934 123
22199 28367 38
24241 30351 41
24241 25020 78
24241 13312 84
24241 11220 93
24241 19192 142
18913 22581 144
3669 29442 40
3669 4448 78
13242 13267 32
13242 9863 59
13242 2313 84
13242 17896 108
13242 13521 130
13242 8193 142
30350 8514 2
30350 31129 78
23928 23894 63
23928 1051 88
23928 20428 90
23928 27596 144
13311 1752 1
13311 24040 14
13311 17965 108
13311 1692 115
11219 10907 52
11219 7719 90
11219 4676 140
12621 12647 33
12621 12309 52
1674 6328 108
4871 15600 14
4871 30110 17
4871 30644 40
4871 25526 48
4871 31348 60
4871 21341 89
4871 9525 108
19191 18213 70
19191 31820 72
26636 26888 27
26636 26602 63
26636 4070 116
26636 21587 142
2292 7752 15
2292 2318 33
2292 20884 34
2292 2258 63
2292 3066 97
2292 6946 108
2292 17779 126
2292 2571 130
1423 1448 32
1423 5091 144
19989 20015 33
19989 6968 93
19989 620 124
19989 23657 144
27874 28126 27
27874 27900 33
27874 14853 93
27874 16255 115
27874 31542 144
22517 22530 53
22517 17468 142
17867 18119 27
17867 23977 41
17867 12818 142
17867 21535 144
2171 22826 48
2171 1193 70
2171 23291 80
6051 11511 15
6051 31290 17
6051 6017 63
1676 2455 78
1676 22324 92
11505 22234 14
11505 12400 29
11505 507 31
11505 16159 108
12148 17608 15
12148 16802 108
11278 15932 108
7753 8648 29
7753 28401 92
7753 12407 108
12027 12922 29
15907 31394 126
27999 14978 93
27999 7597 120
26911 15292 115
26740 15742 31
9490 5962 123
11532 22261 14
11532 12427 29
11532 534 31
11532 29543 57
11532 16186 108
11532 8004 123
20456 8897 1
20456 7435 93
20456 1087 124
14921 3923 31
14921 21031 41
14921 19575 108
14921 11393 123
23384 23410 33
23384 23072 52
23384 24163 78
23384 27052 144
13550 19010 15
13550 13576 33
13550 31561 57
13550 14324 97
13550 18204 108
13550 8501 142
30666 19107 1
30666 10095 8
30666 9180 67
30666 31445 78
30666 17645 93
1726 1414 52
1726 2505 78
9155 25625 89
13429 1870 1
13429 18944 25
13429 12451 70
13429 26058 72
13429 1810 115
1036 19628 34
1036 22156 80
